流水號,序號,期別,補筆路,
7477,28805,178B,1,
7478,28880,178B,2,
7479,28847,178B,2,
7480,28810,178B,2,
7481,28883,178B,2,
7482,28831,178B,2,
7483,28843,178B,2,
7484,28814,178B,2,
7485,28815,178B,2,
7486,28822,178B,2,
7487,28809,178B,2,
7488,28853,178B,2,
7489,28881,178B,1,
7490,28839,178B,1,
7491,28790,178B,2,
7492,27833,178B,1,
7493,28818,178B,1,
7494,28816,178B,1,
7495,28836,178B,2,
7496,28768,178B,2,
7497,28798,178B,2,
7498,28871,178B,1,
7499,27864,179A,1,
7500,28924,179A,1,
7501,28891,179A,1,
7502,25240,179A,1,
7503,28917,179A,1,
7504,28905,179A,1,
7505,6341,179A,1,
7506,28881,179A,1,
7507,27810,179A,2,
7508,28708,179A,2,
7509,28835,179A,2,
7510,28923,179A,2,
7511,28920,179A,2,
7512,28863,179A,2,
7513,28915,179A,2,
7514,28921,179A,2,
7515,28887,179A,2,
7516,28790,179A,2,
7517,28896,179A,2,
7518,28889,179A,2,
7519,28909,179A,2,
7521,28537,179A,2,
7522,28871,179A,2,
7523,27898,179A,2,
7524,26957,179A,1,
7525,28964,179B,1,
7526,23970,179B,1,
7527,27864,179B,1,
7528,28928,179B,1,
7529,28970,179B,1,
7530,28969,179B,1,
7531,28924,179B,2,
7532,28978,179B,2,
7533,28961,179B,2,
7534,6341,179B,2,
7535,28838,179B,2,
7536,28933,179B,2,
7537,28935,179B,2,
7538,28835,179B,2,
7539,28881,179B,2,
7540,28815,179B,2,
7541,28700,179B,2,
7542,28158,179B,1,
7543,28741,179B,1,
7546,28972,179B,1,
7547,28070,179B,2,
7548,29003,180A,1,
7549,29006,180A,2,
7550,29050,180A,2,
7551,29037,180A,2,
7552,28969,180A,2,
7553,28936,180A,2,
7554,29018,180A,2,
7555,29021,180A,2,
7556,28988,180A,2,
7557,29013,180A,2,
7558,29017,180A,2,
7559,28993,180A,2,
7560,28194,180A,2,
7561,28134,180A,2,
7562,28976,180A,2,
7563,28266,180A,1,
7564,27838,180A,1,
7565,29010,180A,1,
7566,28958,180A,2,
7567,28967,180A,1,
7568,28986,180A,1,
7569,28934,180A,1,
7570,28992,180A,1,
7571,28991,180A,1,
7572,29106,180B,1,
7573,29081,180B,1,
7574,29058,180B,2,
7575,29123,180B,2,
7576,29220,180B,2,
7577,29152,180B,2,
7578,29071,180B,2,
7579,29157,180B,2,
7580,29191,180B,2,
7581,29218,180B,2,
7582,29018,180B,2,
7583,29201,180B,2,
7584,29242,180B,2,
7585,29238,180B,2,
7586,29253,180B,2,
7587,29194,180B,2,
7588,29167,180B,2,
7589,29170,180B,2,
7590,29176,180B,2,
7591,29149,180B,2,
7592,29168,180B,2,
7593,29080,180B,2,
7594,29078,180B,2,
7595,29169,180B,2,
7596,29030,180B,2,
7597,29073,180B,2,
7598,29252,180B,2,
7599,29216,180B,2,
7600,29233,180B,2,
7601,29241,180B,2,
7602,29050,180B,2,
7603,28194,180B,2,
7604,29221,180B,2,
7605,29079,180B,2,
7606,29240,180B,2,
7607,29143,180B,2,
7608,29105,180B,2,
7609,29158,180B,2,
7610,29057,180B,2,
7611,29122,180B,2,
7612,29182,180B,2,
7613,29174,180B,2,
7614,29225,180B,1,
7615,29222,180B,1,
7616,28340,180B,2,
7617,28266,180B,2,
7618,29430,181A,1,
7620,29212,181A,2,
7621,29282,181A,2,
7622,29210,181A,2,
7623,29311,181A,2,
7624,29201,181A,2,
7625,29310,181A,2,
7626,29149,181A,2,
7627,29194,181A,2,
7628,29317,181A,2,
7629,29214,181A,2,
7630,29117,181A,2,
7631,29415,181A,2,
7632,29257,181A,2,
7633,29198,181A,2,
7634,29242,181A,2,
7635,29238,181A,2,
7636,29395,181A,2,
7637,29050,181A,2,
7638,29071,181A,2,
7639,29411,181A,2,
7640,29195,181A,2,
7641,29256,181A,1,
7642,29316,181A,1,
7644,29226,181A,1,
7645,28799,181A,1,
7647,29536,181B,1,
7648,29333,181B,1,
7649,29384,181B,1,
7650,28830,181B,2,
7653,29551,181B,2,
7654,28802,181B,2,
7656,29563,181B,2,
7657,29507,181B,2,
7658,29479,181B,2,
7659,29336,181B,2,
7660,29468,181B,2,
7661,29326,181B,2,
7662,29373,181B,2,
7663,29344,181B,2,
7664,29198,181B,2,
7665,29335,181B,2,
7666,29374,181B,2,
7667,29387,181B,2,
7668,29469,181B,2,
7669,29445,181B,2,
7670,29434,181B,1,
7671,29423,181B,2,
7672,29473,181B,1,
7673,29348,181B,2,
7675,29365,181B,1,
7676,28885,181B,1,
7677,29357,181B,1,
7678,29455,181B,1,
7679,29470,181B,1,
7680,28885,182A,1,
7681,29357,182A,1,
7682,29365,182A,1,
7683,29531,182A,1,
7684,29333,182A,1,
7685,29620,182A,2,
7686,29590,182A,2,
7687,29621,182A,2,
7688,29614,182A,2,
7689,29475,182A,2,
7690,29455,182A,2,
7691,29568,182A,2,
7692,29573,182A,2,
7693,29607,182A,2,
7694,29525,182A,2,
7695,29499,182A,2,
7696,29516,182A,2,
7697,28802,182A,2,
7698,29628,182A,2,
7699,29509,182A,2,
7701,29624,182A,1,
7702,29262,182A,1,
7703,29530,182A,1,
7704,29637,182A,1,
7705,29606,182A,1,
7706,29598,182A,1,
7707,29570,182A,1,
7708,29420,182A,1,
7709,29556,182A,1,
7710,29613,182A,1,
7711,29502,182A,1,
7712,29595,182A,1,
7713,29480,182A,1,
7714,28977,182A,1,
7715,28830,182A,2,
7716,29322,182A,2,
7717,29552,182A,2,
7718,29426,182A,2,
7719,29593,182A,2,
7720,29507,182A,2,
7723,27040,182A,2,
7725,29278,182B,1,
7726,24225,182B,1,
7727,28977,182B,1,
7728,29651,182B,1,
7729,29664,182B,1,
7730,29677,182B,2,
7731,29546,182B,2,
7732,29643,182B,2,
7733,29658,182B,2,
7734,29595,182B,2,
7735,29621,182B,2,
7736,29640,182B,2,
7737,29653,182B,2,
7738,29648,182B,2,
7739,29455,182B,2,
7740,27040,182B,2,
7741,29669,182B,2,
7742,29524,182B,2,
7743,29573,182B,2,
7744,29620,182B,2,
7745,29516,182B,2,
7746,29667,182B,2,
7747,29646,182B,2,
7751,29619,182B,2,
7752,29624,182B,1,
7753,29661,182B,1,
7754,29657,182B,1,
7755,29645,182B,1,
7756,29687,182B,1,
7757,29651,183A,1,
7758,29733,183A,1,
7759,29028,183A,1,
7760,29493,183A,1,
7761,29709,183A,2,
7762,29721,183A,2,
7763,29701,183A,2,
7764,29715,183A,2,
7765,24225,183A,2,
7766,29745,183A,2,
7767,29720,183A,2,
7768,29278,183A,2,
7769,28977,183A,2,
7770,29677,183A,2,
7771,27040,183A,2,
7772,29682,183A,2,
7773,29707,183A,2,
7774,29693,183A,2,
7775,29729,183A,2,
7776,29692,183A,2,
7777,29681,183A,2,
7778,29667,183A,2,
7779,29592,183A,2,
7780,28950,183A,1,
7781,29111,183A,1,
7782,29711,183A,1,
7783,29731,183A,1,
7784,29684,183A,1,
7785,29554,183A,1,
7787,29712,183A,1,
7788,29656,183A,1,
7789,27114,183A,1,
7790,29706,183A,1,
7792,29509,183A,2,
7793,29658,183A,2,
7794,29524,183A,2,
7795,29593,183A,2,
7796,29345,183A,2,
7797,29333,183A,1,
7798,29711,183B,1,
7799,29111,183B,2,
7800,29651,183B,2,
7801,29749,183B,2,
7802,29793,183B,2,
7803,29706,183B,2,
7804,29554,183B,2,
7805,29701,183B,2,
7806,29796,183B,2,
7807,29752,183B,2,
7808,24225,183B,2,
7809,29755,183B,2,
7810,29756,183B,2,
7811,29743,183B,2,
7812,29682,183B,2,
7813,29692,183B,2,
7814,27114,183B,2,
7815,29724,183B,2,
7816,29435,183B,1,
7817,29771,183B,1,
7818,29772,183B,1,
7819,29262,183B,1,
7820,27704,183B,1,
7821,29745,183B,2,
7822,29676,183B,2,
7823,29716,183B,1,
7824,29209,183B,1,
7825,29699,183B,1,
7826,29737,183B,1,
7827,29621,183B,2,
7828,29520,183B,2,
7829,29774,183B,1,
7830,29761,183B,1,
7831,29656,183B,1,
7832,29740,183B,1,
7833,29709,183B,2,
7834,29704,183B,1,
7835,29824,184A,1,
7836,29771,184A,1,
7837,29787,184A,1,
7838,29716,184A,1,
7839,29333,184A,2,
7840,25782,184A,2,
7841,29651,184A,2,
7842,29706,184A,2,
7843,29796,184A,2,
7844,29749,184A,2,
7845,29793,184A,2,
7846,29692,184A,2,
7847,29554,184A,2,
7848,29807,184A,2,
7849,27704,184A,2,
7850,29354,184A,2,
7851,29111,184A,2,
7852,29704,184A,2,
7853,29288,184A,1,
7854,29811,184A,2,
7855,29590,184A,2,
7857,29319,184B,1,
7858,29801,184B,1,
7859,29845,184B,1,
7860,29851,184B,1,
7861,29834,184B,2,
7862,29288,184B,2,
7863,29833,184B,2,
7864,25782,184B,2,
7865,29855,184B,2,
7866,29804,184B,2,
7867,29796,184B,2,
7868,29716,184B,2,
7869,29839,184B,2,
7870,29787,184B,1,
7871,29850,184B,2,
7872,29848,184B,2,
7873,29637,184B,1,
7874,29100,184B,1,
7875,29836,184B,1,
7876,29401,185A,1,
7877,29352,185A,1,
7878,29853,185A,1,
7879,29883,185A,2,
7880,29887,185A,2,
7881,29880,185A,2,
7882,29896,185A,2,
7883,29481,185A,1,
7884,28091,185A,1,
7885,29637,185A,1,
7886,29527,185A,1,
7887,29522,185A,1,
7888,29627,185A,1,
7889,29436,185A,1,
7890,29862,185A,1,
7891,29533,185A,1,
7892,29601,185A,1,
7893,29409,185A,1,
7894,29699,185A,1,
7895,29877,185A,2,
7896,28890,185A,2,
7897,29396,185A,2,
7898,29530,185A,2,
7899,29855,185A,2,
7900,29240,185A,2,
7901,29276,185A,2,
7902,29471,185A,2,
7903,29566,185A,1,
7904,29576,185A,1,
7905,29334,185A,2,
7906,29318,185A,2,
7907,29160,185A,2,
7908,29359,185A,2,
7909,29853,185B,1,
7910,29606,185B,1,
7911,29409,185B,1,
7912,29935,185B,2,
7913,29843,185B,2,
7914,29471,185B,2,
7915,29699,185B,2,
7916,28091,185B,2,
7917,29916,185B,2,
7919,29566,185B,2,
7920,29862,185B,2,
7921,29478,185B,1,
7922,29324,185B,1,
7923,29779,185B,1,
7924,29915,185B,1,
7925,28932,185B,1,
7926,28518,185B,1,
7927,28266,185B,2,
7928,29656,185B,2,
7929,29779,186A,1,
7930,29951,186A,1,
7931,29955,186A,1,
7932,29910,186A,2,
7933,29948,186A,2,
7934,29976,186A,2,
7935,29873,186A,2,
7936,29960,186A,2,
7937,29935,186A,2,
7938,29978,186A,2,
7939,29985,186A,2,
7940,29959,186A,2,
7941,29946,186A,2,
7942,28932,186A,2,
7943,29957,186A,2,
7944,29885,186A,2,
7945,29663,186A,1,
7946,29775,186A,1,
7947,29963,186A,1,
7948,29548,186A,1,
7949,29979,186A,1,
7950,29375,186A,1,
7951,29968,186A,1,
7952,29916,186A,2,
7953,29922,186A,2,
7954,29731,186B,1,
7955,29994,186B,1,
7956,29995,186B,1,
7957,29992,186B,2,
7958,29981,186B,2,
7959,29873,186B,2,
7960,29968,186B,2,
7961,29996,186B,2,
7962,29989,186B,2,
7963,29955,186B,2,
7964,29929,186B,1,
7965,29905,186B,1,
7966,29731,187A,1,
7967,30050,187A,1,
7968,30055,187A,1,
7969,30045,187A,1,
7970,30019,187A,2,
7971,30017,187A,2,
7972,29981,187A,2,
7974,30047,187A,2,
7975,29995,187A,2,
7976,29968,187A,2,
7977,30013,187A,2,
7978,30060,187A,2,
7979,30010,187A,2,
7980,30031,187A,2,
7981,29653,187A,2,
7982,29853,187A,1,
7983,29923,187A,1,
7984,30026,187A,1,
7985,30029,187A,1,
7986,29575,187A,1,
7987,30095,187B,1,
7988,30093,187B,1,
7989,30083,187B,1,
7990,30042,187B,2,
7991,29995,187B,2,
7992,30078,187B,2,
7993,30073,187B,2,
7994,30074,187B,2,
7995,30059,187B,2,
7996,30099,187B,2,
7997,30010,187B,2,
7998,30055,187B,2,
7999,30109,187B,2,
8000,29653,187B,2,
8001,30082,187B,2,
8002,29923,187B,2,
8003,30017,187B,2,
8004,30051,187B,1,
8005,30102,187B,1,
8006,30100,187B,1,
8007,30029,187B,1,
8008,29347,188A,1,
8009,30100,188A,1,
8010,30095,188A,1,
8011,30159,188A,1,
8012,30134,188A,1,
8013,29297,188A,2,
8014,30127,188A,2,
8015,30139,188A,2,
8016,30121,188A,2,
8017,30136,188A,2,
8018,30163,188A,2,
8019,29785,188A,2,
8020,30106,188A,2,
8021,30093,188A,2,
8022,30145,188A,2,
8023,30144,188A,2,
8024,30151,188A,2,
8025,30116,188A,2,
8026,29609,188A,1,
8027,30140,188A,1,
8028,30125,188A,1,
8029,30153,188A,1,
8030,29565,188A,1,
8031,30124,188A,1,
8032,30131,188B,1,
8033,30178,188B,1,
8035,30187,188B,2,
8036,30095,188B,2,
8037,30107,188B,2,
8038,29785,188B,2,
8039,30209,188B,2,
8040,30175,188B,2,
8041,30185,188B,2,
8042,30145,188B,2,
8043,30159,188B,2,
8044,30066,188B,2,
8045,30132,188B,2,
8046,30176,188B,2,
8047,29203,188B,2,
8048,30182,188B,1,
8049,29348,188B,2,
8050,30136,188B,2,
8051,30171,188B,1,
8052,30200,188B,1,
8053,29970,189A,1,
8054,30083,189A,1,
8055,30218,189A,1,
8056,30260,189A,1,
8057,30220,189A,2,
8058,30227,189A,2,
8059,30232,189A,2,
8060,30238,189A,2,
8061,29785,189A,2,
8062,30242,189A,2,
8063,30263,189A,2,
8064,30274,189A,2,
8065,30234,189A,2,
8066,30256,189A,2,
8067,30187,189A,2,
8068,30243,189A,2,
8069,30235,189A,1,
8070,30224,189A,1,
8071,30047,189A,2,
8072,30011,189A,1,
8073,28765,189B,1,
8074,30226,189B,1,
8075,30302,189B,1,
8076,30011,189B,1,
8077,30325,189B,1,
8078,30286,189B,1,
8079,29006,189B,2,
8080,29083,189B,2,
8081,30238,189B,2,
8082,30310,189B,2,
8083,30288,189B,2,
8084,30235,189B,2,
8085,30284,189B,2,
8086,30305,189B,2,
8087,30278,189B,2,
8088,30314,189B,2,
8089,30220,189B,2,
8090,29785,189B,2,
8091,29168,189B,2,
8092,30324,189B,2,
8093,30309,189B,2,
8094,29280,189B,2,
8095,30107,189B,2,
8096,30139,189B,2,
8097,30300,189B,1,
8098,30311,189B,1,
8099,30299,189B,1,
8100,30306,189B,1,
8101,30262,189B,1,
8102,30171,189B,2,
8103,29986,189B,1,
8104,29627,189B,1,
8105,29006,190A,1,
8106,30342,190A,1,
8107,30344,190A,1,
8108,24484,190A,1,
8109,30400,190A,1,
8110,30311,190A,1,
8111,28266,190A,2,
8112,29656,190A,2,
8114,30372,190A,2,
8115,30336,190A,2,
8116,28765,190A,2,
8117,30394,190A,2,
8118,30306,190A,2,
8119,29168,190A,2,
8120,30367,190A,2,
8121,30278,190A,2,
8122,29280,190A,2,
8123,30376,190A,2,
8124,29317,190A,2,
8125,30391,190A,1,
8126,30338,190A,1,
8127,30218,190A,1,
8128,29543,190A,1,
8130,28932,190A,2,
8131,30507,190B,1,
8132,30486,190B,1,
8133,30433,190B,2,
8134,30494,190B,2,
8135,30405,190B,2,
8136,29006,190B,2,
8137,30298,190B,2,
8138,30443,190B,2,
8139,30429,190B,2,
8140,30445,190B,2,
8141,30437,190B,2,
8142,30423,190B,2,
8143,30467,190B,2,
8144,24484,190B,2,
8145,30425,190B,2,
8146,30432,190B,2,
8147,30477,190B,2,
8148,30474,190B,2,
8149,30465,190B,2,
8150,30464,190B,2,
8151,30278,190B,2,
8152,30407,190B,2,
8153,30218,190B,1,
8154,30468,190B,1,
8155,30408,190B,1,
8156,30469,190B,1,
8157,30415,190B,1,
8158,30342,190B,1,
8159,28266,190B,2,
8160,30427,190B,2,
8161,30424,190B,1,
8162,30481,190B,1,
8163,30344,190B,1,
8164,30238,190B,2,
8165,30466,190B,1,
8166,29410,190B,1,
8167,30251,191A,1,
8168,30438,191A,1,
8169,30502,191A,1,
8171,30534,191A,1,
8172,30531,191A,1,
8173,30635,191A,1,
8174,30469,191A,1,
8175,30318,191A,1,
8178,30453,191A,2,
8179,30238,191A,2,
8180,29006,191A,2,
8181,30573,191A,2,
8182,30587,191A,2,
8183,30609,191A,2,
8184,30614,191A,2,
8185,30298,191A,2,
8186,27867,191A,2,
8187,30498,191A,2,
8188,30569,191A,2,
8189,30571,191A,2,
8190,30619,191A,2,
8191,30524,191A,2,
8192,30606,191A,2,
8193,30560,191A,2,
8194,30555,191A,2,
8195,30521,191A,2,
8196,30549,191A,2,
8197,30589,191A,2,
8198,30608,191A,2,
8199,30215,191A,2,
8200,30528,191A,2,
8201,30430,191A,2,
8202,30464,191A,2,
8203,30544,191A,2,
8204,30639,191A,1,
8205,30605,191A,1,
8206,30641,191A,1,
8207,30642,191A,1,
8208,30545,191A,1,
8209,30218,191A,1,
8210,30584,191A,1,
8211,30640,191A,1,
8212,30526,191A,1,
8213,30567,191A,1,
8214,30575,191A,1,
8215,29675,191A,1,
8216,30442,191A,1,
8217,30691,191B,1,
8218,30744,191B,1,
8219,30653,191B,1,
8220,30592,191B,1,
8221,30659,191B,1,
8222,30683,191B,1,
8223,30553,191B,1,
8224,30600,191B,1,
8225,30605,191B,1,
8226,30718,191B,1,
8227,30738,191B,1,
8228,30047,191B,2,
8229,30602,191B,2,
8230,30734,191B,2,
8231,30680,191B,2,
8232,30704,191B,2,
8233,30669,191B,2,
8234,30512,191B,2,
8235,30682,191B,2,
8236,30581,191B,2,
8237,30732,191B,2,
8238,30688,191B,2,
8239,30677,191B,2,
8240,30747,191B,2,
8241,30708,191B,2,
8242,30502,191B,2,
8243,30318,191B,2,
8244,30591,191B,2,
8245,30685,191B,2,
8246,30450,191B,2,
8247,30678,191B,2,
8248,30645,191B,2,
8249,30660,191B,2,
8250,30649,191B,2,
8251,30470,191B,2,
8252,30656,191B,2,
8253,30745,191B,2,
8254,30763,191B,2,
8255,30707,191B,2,
8256,30215,191B,2,
8257,30644,191B,2,
8258,30643,191B,2,
8259,30534,191B,2,
8260,30679,191B,2,
8261,30526,191B,2,
8262,30438,191B,2,
8263,30573,191B,2,
8264,30727,191B,2,
8265,30720,191B,2,
8266,30692,191B,2,
8267,30698,191B,1,
8268,29346,191B,2,
8270,30766,191B,2,
8271,30767,191B,2,
8272,30544,191B,2,
8273,30652,191B,2,
8274,30638,191B,2,
8275,30400,191B,1,
8277,30740,191B,1,
8278,30539,191B,1,
8279,29675,192A,1,
8280,30776,192A,1,
8281,30709,192A,2,
8282,30704,192A,2,
8283,30779,192A,2,
8284,30699,192A,2,
8285,30780,192A,2,
8286,30834,192A,2,
8287,30774,192A,2,
8288,30815,192A,2,
8289,30778,192A,2,
8290,30600,192A,2,
8291,30683,192A,2,
8293,30627,192A,2,
8294,30817,192A,2,
8295,30754,192A,2,
8296,30605,192A,2,
8297,30769,192A,2,
8299,30526,192A,2,
8300,30685,192A,2,
8301,30720,192A,2,
8302,30434,192A,2,
8303,30481,192A,1,
8304,30804,192A,1,
8306,30808,192A,1,
8307,30826,192A,1,
8308,30624,192A,2,
8309,30811,192A,2,
8310,28157,192A,1,
8311,30556,192A,1,
8312,30674,192A,1,
8313,30689,192A,1,
8316,30744,192A,2,
8317,28948,192B,1,
8318,30298,192B,2,
8319,30704,192B,2,
8320,30834,192B,2,
8321,30683,192B,2,
8322,30846,192B,2,
8323,30851,192B,2,
8324,30852,192B,1,
8325,30700,192B,1,
8327,30874,192B,2,
8328,26203,192B,2,
8330,30873,192B,2,
8331,30748,192B,1,
8332,30854,192B,2,
8333,30820,192B,1,
8334,29675,192B,1,
8335,29731,192B,2,
8336,30878,193A,1,
8337,30776,193A,1,
8338,30481,193A,1,
8339,30424,193A,1,
8340,30819,193A,1,
8341,30881,193A,2,
8342,29731,193A,2,
8343,30668,193A,2,
8344,30683,193A,2,
8345,30764,193A,2,
8346,29675,193A,2,
8347,30891,193A,2,
8348,30871,193A,2,
8349,30888,193A,2,
8351,30659,193A,2,
8352,30890,193A,1,
8353,30889,193A,1,
8355,26203,193A,2,
8356,30858,193B,1,
8357,29788,193B,1,
8359,30912,193B,1,
8360,30919,193B,1,
8361,30819,193B,1,
8362,30878,193B,1,
8363,29731,193B,2,
8364,30683,193B,2,
8365,30897,193B,2,
8366,30909,193B,2,
8367,30914,193B,1,
8368,30915,193B,1,
8369,30887,193B,1,
8371,30047,193B,2,
8372,30740,194A,1,
8373,30772,194A,1,
8374,29788,194A,1,
8375,30919,194A,1,
8376,30921,194A,1,
8377,30878,194A,1,
8378,30955,194A,1,
8379,30947,194A,1,
8380,30946,194A,1,
8381,30945,194A,1,
8382,30887,194A,1,
8383,30914,194A,2,
8384,30934,194A,2,
8385,30930,194A,2,
8386,30047,194A,2,
8387,30683,194A,2,
8388,30940,194A,2,
8389,30935,194A,2,
8390,30325,194A,2,
8391,30819,194A,1,
8392,30937,194A,1,
8393,30668,194A,2,
8394,30424,194B,1,
8395,29788,194B,1,
8396,30071,194B,2,
8397,30966,194B,2,
8398,30953,194B,2,
8399,30969,194B,2,
8400,30951,194B,2,
8401,30958,194B,2,
8402,30984,194B,2,
8403,30934,194B,2,
8404,30772,194B,1,
8405,30968,194B,1,
8406,30959,194B,1,
8407,30943,194B,1,
8408,30956,194B,1,
8409,30970,194B,1,
8410,30987,194B,1,
8411,30899,194B,1,
8412,30973,194B,1,
8414,30878,194B,2,
8415,30949,195A,1,
8416,31000,195A,1,
8417,30973,195A,1,
8418,30998,195A,1,
8419,30970,195A,2,
8420,31001,195A,2,
8421,30878,195A,2,
8422,31024,195A,2,
8423,31020,195A,2,
8424,30953,195A,2,
8425,31019,195A,2,
8426,30987,195A,2,
8427,30982,195A,2,
8428,31010,195A,2,
8429,31018,195A,2,
8430,31033,195A,2,
8431,31007,195A,2,
8432,31009,195A,2,
8433,31016,195A,2,
8434,30986,195A,1,
8435,30968,195A,1,
8436,30993,195A,2,
8437,30767,195A,2,
8438,30887,195A,2,
8439,30984,195A,2,
8440,31021,195A,1,
8441,30936,195A,1,
8442,30990,195A,1,
8443,30781,195B,1,
8444,30489,195B,1,
8445,31036,195B,1,
8446,31035,195B,1,
8447,31048,195B,1,
8448,31050,195B,1,
8449,31039,195B,1,
8450,30968,195B,1,
8451,30998,195B,1,
8452,31049,195B,1,
8453,31037,195B,1,
8454,31045,195B,1,
8455,31058,195B,1,
8456,31038,195B,1,
8457,30490,195B,2,
8458,30609,195B,2,
8459,31060,195B,2,
8460,31032,195B,2,
8461,30878,195B,2,
8462,30822,195B,2,
8463,30841,195B,2,
8464,30984,195B,2,
8465,31010,195B,2,
8466,30982,195B,2,
8467,31014,195B,2,
8468,31044,195B,1,
8469,31040,195B,1,
8470,30802,195B,1,
8471,31062,195B,1,
8472,30879,195B,1,
8473,30880,195B,1,
8474,31028,195B,1,
8475,31029,195B,1,
8476,30987,195B,2,
8477,30831,195B,2,
8478,30990,195B,1,
8479,30991,195B,1,
8480,30899,195B,2,
8481,30756,195B,2,
8482,30755,195B,2,
8483,29800,195B,1,
8484,29973,196A,1,
8485,31037,196A,1,
8486,30945,196A,2,
8488,30955,196A,2,
8489,31048,196A,2,
8491,30991,196A,2,
8492,31075,196A,2,
8493,31091,196A,2,
8494,31060,196A,2,
8495,30982,196A,2,
8496,31049,196A,2,
8497,31089,196A,2,
8498,30849,196A,2,
8499,31039,196A,1,
8500,31035,196A,1,
8501,31085,196A,1,
8502,31068,196A,1,
8503,30819,196A,1,
8504,30808,196A,2,
8505,30840,196A,2,
8506,30797,196A,2,
8507,30605,196A,2,
8508,31074,196A,2,
8509,30871,196A,2,
8510,30470,196A,2,
8511,30856,196A,1,
8512,30580,196A,1,
8513,30778,196A,2,
8514,31050,196A,1,
8515,31038,196A,1,
8516,30947,196A,2,
8517,31106,196B,1,
8518,31110,196B,1,
8519,31121,196B,1,
8520,31085,196B,1,
8521,31123,196B,1,
8522,30955,196B,2,
8523,30947,196B,2,
8524,31091,196B,2,
8525,31147,196B,2,
8526,31099,196B,2,
8527,31131,196B,2,
8528,31137,196B,2,
8529,31084,196B,2,
8530,30580,196B,2,
8531,30840,196B,2,
8532,30871,196B,2,
8533,31141,196B,1,
8534,31101,196B,1,
8535,30620,196B,2,
8536,30774,196B,2,
8537,30971,196B,1,
8538,31075,196B,2,
8539,30808,196B,2,
8540,31132,196B,1,
8541,31080,196B,2,
8542,31157,197A,1,
8543,31069,197A,2,
8544,31165,197A,2,
8545,31156,197A,2,
8546,31164,197A,2,
8547,31151,197A,2,
8548,31080,197A,2,
8549,31150,197A,2,
8550,31163,197A,2,
8551,31085,197A,2,
8552,31176,197A,2,
8553,31091,197A,2,
8554,31153,197A,2,
8555,30424,197A,1,
8556,31152,197A,1,
8557,31166,197A,1,
8559,31160,197A,1,
8560,30953,197A,2,
8561,30778,197A,2,
8562,31185,197B,2,
8563,31080,197B,2,
8564,31156,197B,2,
8565,31163,197B,2,
8566,30953,197B,2,
8567,30344,197B,1,
8568,31218,198A,1,
8569,31227,198A,1,
8570,31226,198A,1,
8571,31231,198A,2,
8572,31211,198A,2,
8573,31197,198A,2,
8574,31245,198A,2,
8575,31220,198A,2,
8576,31196,198A,2,
8577,31242,198A,2,
8578,31243,198A,2,
8579,31225,198A,2,
8580,31224,198A,1,
8581,31239,198A,1,
8582,31217,198A,1,
8583,31198,198A,1,
8584,31189,198A,1,
8585,31308,198B,1,
8587,30344,198B,1,
8588,31301,198B,1,
8589,31294,198B,1,
8590,31224,198B,1,
8591,31218,198B,2,
8592,31284,198B,2,
8593,31292,198B,2,
8594,31261,198B,2,
8595,31293,198B,2,
8596,31262,198B,2,
8597,31255,198B,2,
8598,31295,198B,2,
8599,31258,198B,2,
8600,31245,198B,2,
8601,31239,198B,2,
8602,31266,198B,2,
8603,31299,198B,2,
8604,31307,198B,2,
8605,31202,198B,2,
8606,31268,198B,1,
8607,31226,198B,2,
8608,31175,198B,1,
8609,31152,198B,1,
8610,31263,198B,1,
8611,30224,199A,1,
8612,28106,199A,1,
8613,31328,199A,1,
8614,31336,199A,1,
8615,31348,199A,1,
8616,31342,199A,1,
8617,31318,199A,1,
8618,31263,199A,1,
8619,31280,199A,1,
8620,31115,199A,2,
8621,31305,199A,2,
8622,31308,199A,2,
8623,31332,199A,2,
8624,31311,199A,2,
8625,31284,199A,2,
8626,31323,199A,2,
8627,31239,199A,2,
8628,31281,199A,2,
8629,31224,199A,2,
8630,31312,199A,1,
8631,31319,199A,1,
8632,31338,199A,1,
8633,29015,199A,1,
8634,26950,199A,1,
8635,31360,199B,1,
8636,31375,199B,1,
8637,31400,199B,1,
8638,31386,199B,1,
8641,31293,199B,2,
8642,31368,199B,2,
8643,31308,199B,2,
8644,31348,199B,2,
8645,30224,199B,2,
8646,31378,199B,2,
8647,31328,199B,2,
8648,31326,199B,2,
8649,31338,199B,2,
8650,31319,199B,2,
8651,31318,199B,2,
8652,31377,199B,2,
8653,31379,199B,2,
8654,31362,199B,2,
8655,31294,199B,2,
8656,31329,199B,1,
8657,31342,199B,1,
8658,31390,199B,1,
8659,31341,199B,1,
8661,31433,200A,1,
8662,31461,200A,1,
8664,30991,200A,2,
8665,31360,200A,2,
8666,31448,200A,2,
8667,31406,200A,2,
8668,30224,200A,2,
8669,31348,200A,2,
8670,31416,200A,2,
8671,31437,200A,2,
8672,31439,200A,2,
8673,31293,200A,2,
8674,31427,200A,2,
8675,31418,200A,2,
8676,31434,200A,2,
8677,31328,200A,2,
8678,31415,200A,1,
8679,31455,200A,2,
8680,31393,200A,2,
8681,31413,200A,2,
8682,31389,200A,1,
8683,31397,200A,1,
8684,31351,200A,1,
8685,31451,200B,1,
8686,31446,200B,2,
8687,31440,200B,2,
8688,31399,200B,2,
8689,31165,200B,2,
8690,31413,200B,2,
8691,31293,200B,2,
